temperature_2m_mean,total_precipitation_sum,potential_evaporation_sum,streamflow
-8.620000000000001,1.92,0.25331008,390.0
-10.895,0.0,0.2592234,390.0
-6.955,0.0,0.4316056,385.0
-1.165,0.85,0.5063805,385.0
-10.865,0.0,0.2893012,380.0
-18.985,0.0,0.0,385.0
-17.815,0.0,0.0,385.0
-15.095,0.0,0.13462345,385.0
-10.075000000000001,1.07,0.43771404,390.0
0.9050000000000002,14.21,0.75822884,395.0
-7.055,7.43,0.5002299,660.0
-18.38,0.0,0.0,660.0
-19.32,0.0,0.0,660.0
-16.18,0.0,0.0816179,660.0
-11.135,0.0,0.32370114,620.0
-8.25,7.79,0.46101543,570.0
-4.42,7.38,0.4383751,545.0
-9.47,0.0,0.48171955,540.0
-0.05500000000000016,9.51,0.90703577,545.0
-6.33,8.53,0.6085106,570.0
-15.61,0.0,0.123984516,625.0
-13.270000000000001,0.1,0.24623182,725.0
-12.594999999999999,0.0,0.323561,810.0
-3.4050000000000002,0.0,0.9542528,900.0
3.66,0.0,0.94432944,980.0
4.375,0.0,0.92541796,1100.0
4.895,0.46,1.1677345,1200.0
4.91,3.02,0.8777918,1400.0
5.0600000000000005,2.63,0.7512163,1550.0
5.42,1.38,1.0395232,1700.0
4.194999999999999,0.0,1.4072994,1900.0
3.1900000000000004,0.0,1.3570892,2100.0
2.66,0.0,0.97082794,2310.0
0.32000000000000006,6.87,0.7057334,2510.0
-0.24499999999999988,5.48,0.6811024,2670.0
-3.3,0.01,0.88779247,2740.0
-1.4299999999999997,3.51,0.7218511,2780.0
-3.445,0.0,0.74290025,2780.0
-7.390000000000001,0.0,0.7182604,2710.0
-7.444999999999999,0.0,0.6104978,2640.0
-5.75,1.44,0.77034855,2560.0
-1.655,0.62,0.82716745,2470.0
0.07999999999999996,0.04,0.6866525,2350.0
-1.4,0.0,0.7201182,2240.0
-1.185,0.0,0.59407175,2140.0
-2.17,0.0,0.65265226,2020.0
-5.335,0.0,0.88183224,1920.0
-5.385,0.0,0.94805,1820.0
-3.5400000000000005,0.3,0.9543975,1730.0
-3.27,3.01,0.88212216,1630.0
-8.08,0.08,0.75187457,1530.0
-8.48,0.0,0.6869322,1450.0
-10.605,21.88,0.5238439,1400.0
-8.205,17.01,0.5575587,1380.0
-4.68,3.95,0.8745417,1310.0
-1.185,2.6,0.92079395,1250.0
-0.7250000000000001,0.0,0.892567,1190.0
-3.28,0.0,1.287926,1150.0
-3.7,0.0,1.5360812,1120.0
-3.2049999999999996,0.0,1.5564857,1110.0
-3.9949999999999997,0.0,1.4724888,1090.0
-3.085,0.0,1.7442834,1080.0
0.01499999999999968,0.0,1.6715899,1060.0
-2.3,0.38,1.725614,1040.0
3.22,3.18,1.925118,1060.0
2.9400000000000004,20.18,1.3471359,1150.0
1.6749999999999998,19.06,1.0883542,1420.0
-0.34499999999999975,1.55,1.5152937,1560.0
3.025,8.17,1.3836722,1790.0
4.045,0.0,2.1028438,2010.0
7.4,2.21,2.4162498,2260.0
9.290000000000001,3.42,2.0508013,2780.0
3.65,3.38,1.6831346,3470.0
1.1549999999999998,0.0,1.7789056,3990.0
5.295,0.38,2.3909416,4310.0
10.215,3.54,2.85095,4650.0
8.115,2.58,2.5727248,5260.0
5.85,0.03,2.6502779,5780.0
3.245,0.0,2.1161048,6080.0
-0.2100000000000004,0.0,2.0458927,6120.0
2.135,0.23,2.1558185,6040.0
-4.575,2.52,1.2168105,5930.0
-5.49,0.0,1.360632,5640.0
1.4399999999999995,0.08,2.1630466,5350.0
4.055,5.1,1.8936912,5050.0
1.59,0.51,1.8085021,4850.0
0.9100000000000001,0.0,1.719647,4600.0
-2.685,0.0,1.4507502,4320.0
-2.175,0.0,1.8331054,4060.0
3.7049999999999996,0.0,2.5859632,3820.0
4.16,7.6,2.179556,3630.0
3.3499999999999996,6.34,2.142713,3570.0
5.705,0.0,2.3679621,3460.0
6.234999999999999,0.0,2.5370686,3370.0
4.895,0.0,2.9947653,3290.0
4.46,14.74,2.6397529,3210.0
5.515,11.2,2.3901763,3430.0
5.5649999999999995,0.0,3.2585053,3550.0
8.205,0.26,3.0869868,3580.0
8.045,0.0,3.5063353,3570.0
8.565000000000001,0.0,4.0443316,3540.0
13.61,0.0,4.5052104,3470.0
13.455,0.29,4.4921355,3380.0
5.465000000000001,3.2,3.0073705,3270.0
7.6049999999999995,0.0,4.1190805,3150.0
11.515,0.0,4.4516954,3050.0
11.065000000000001,0.0,4.012954,2910.0
11.285,6.66,3.466345,2730.0
12.775,15.09,3.5321727,2590.0
12.219999999999999,23.38,3.1616096,2520.0
8.535,8.09,2.655695,3020.0
10.03,1.87,4.1030364,3210.0
15.165,12.01,3.8885336,3200.0
5.595,13.05,2.7082944,3270.0
1.2750000000000001,2.05,2.1437306,3810.0
3.51,0.0,2.443743,3910.0
7.37,0.0,3.1881402,3920.0
8.375,0.0,4.3668017,3860.0
11.19,0.88,3.8165011,3730.0
8.9,0.0,3.872359,3570.0
12.09,0.0,4.9907904,3400.0
14.68,4.93,5.576566,3200.0
17.58,6.18,4.3493176,3020.0
17.35,5.52,4.3206124,2960.0
17.17,6.91,3.5341492,2860.0
17.345,9.01,3.6682873,2770.0
17.585,6.91,3.8341167,2930.0
13.445,6.57,3.8396573,3110.0
8.835,0.0,4.254701,3180.0
11.040000000000001,0.0,4.8481,3150.0
15.905000000000001,0.63,5.035069,3060.0
17.86,4.17,4.6183534,2960.0
18.015,0.0,5.6567335,2840.0
18.86,8.58,5.017049,2800.0
13.32,2.21,4.0136766,2490.0
11.4,0.08,4.483716,2260.0
12.75,7.2,3.2477417,2180.0
11.594999999999999,5.47,3.2869568,2040.0
11.625,0.17,4.616732,1960.0
12.834999999999999,0.0,4.741881,1820.0
14.629999999999999,0.0,5.1961646,1700.0
16.645,0.0,5.2329965,1590.0
17.2,2.97,3.6230495,1480.0
17.345,15.91,3.4547632,1460.0
18.759999999999998,8.15,4.2008295,1520.0
15.875,0.0,5.4076753,1430.0
18.765,0.26,5.4384856,1350.0
19.240000000000002,2.35,4.481163,1280.0
16.475,4.82,4.7973566,1230.0
14.555,18.0,3.5384731,1200.0
14.35,9.64,3.311926,1220.0
12.385,2.0,4.615545,1150.0
13.275,11.95,3.5821273,1120.0
13.245000000000001,11.39,3.1205857,1310.0
14.045000000000002,0.0,4.542554,1360.0
15.82,0.0,5.6681905,1360.0
17.86,0.0,6.064526,1350.0
19.935000000000002,0.0,5.5703893,1350.0
19.745,0.0,5.023386,1260.0
19.855,0.0,5.79216,1210.0
22.275,0.0,5.95493,1150.0
23.520000000000003,0.0,5.244012,1090.0
22.08,1.7,4.947757,1030.0
22.895,17.97,5.1451516,980.0
20.19,12.44,5.020871,1050.0
20.4,4.41,5.8195972,990.0
18.38,0.59,5.3101473,950.0
19.925,0.9,5.325373,900.0
18.585,1.61,4.974178,855.0
17.57,0.0,4.840928,795.0
17.63,10.63,5.007838,775.0
17.695,9.17,4.1087003,750.0
15.075,3.61,3.7454996,800.0
15.385000000000002,0.0,4.633598,755.0
17.29,0.0,5.689356,710.0
19.155,0.29,5.676384,675.0
19.93,0.0,5.24479,645.0
19.810000000000002,1.74,4.849446,625.0
19.09,4.97,3.5622628,600.0
16.865000000000002,0.16,3.9555511,560.0
13.895,0.0,4.462126,520.0
15.5,0.0,5.123902,495.0
17.6,0.0,5.5031786,465.0
19.115000000000002,2.76,5.1545963,450.0
17.81,11.76,4.2367783,465.0
13.049999999999999,0.0,4.4059744,450.0
14.965,0.0,3.8341038,435.0
17.035,1.48,4.3597174,415.0
18.76,0.01,5.3697624,395.0
20.715,0.0,5.3862796,380.0
22.355,0.32,5.16312,365.0
21.695,5.74,5.068517,350.0
21.535,10.95,4.761726,365.0
19.54,29.15,4.7053075,340.0
15.465,55.48,2.8634677,690.0
13.775,29.44,2.4689264,2010.0
15.38,7.89,3.0692766,2190.0
16.47,3.9,2.9456513,2470.0
18.9,4.05,3.3837163,2710.0
19.549999999999997,8.6,4.5224204,2830.0
20.86,12.7,4.1567006,3000.0
18.16,0.0,3.9385371,3000.0
13.145,0.0,4.0800576,2900.0
13.195,13.59,4.1566167,2760.0
16.475,18.19,3.147213,2760.0
14.864999999999998,39.31,2.5959535,3030.0
12.969999999999999,19.39,3.4261067,4500.0
14.834999999999999,0.0,4.132152,4670.0
15.655000000000001,0.0,4.549905,4800.0
17.43,0.0,4.786651,4640.0
18.580000000000002,0.0,4.7941265,4410.0
19.884999999999998,9.48,4.152844,4190.0
15.625,4.16,3.231864,4010.0
10.665,0.0,3.5643518,3780.0
12.895,0.0,4.0951095,3540.0
15.620000000000001,0.0,3.527981,3310.0
11.505,0.0,3.6481662,3050.0
14.425,0.0,4.3723154,2810.0
17.845,0.0,4.0721016,2600.0
19.04,0.0,3.6109097,2380.0
17.12,0.0,3.3689752,2180.0
17.375,0.0,3.581629,1980.0
18.795,0.0,3.8194306,1810.0
17.2,0.0,3.9955535,1640.0
17.240000000000002,0.0,3.82859,1480.0
16.53,0.0,3.5222313,1360.0
15.685,0.0,3.544307,1260.0
15.704999999999998,0.05,3.3044064,1180.0
13.934999999999999,7.86,2.6035511,1170.0
9.215,6.91,2.392048,1130.0
10.96,2.32,2.1842687,1050.0
11.1,0.76,2.5041964,998.0
14.24,0.47,2.9231343,942.0
11.72,3.79,2.6395123,903.0
12.844999999999999,1.44,2.5085135,865.0
11.245000000000001,0.0,2.4782772,810.0
8.865,0.0,2.5956585,755.0
8.055,0.02,2.3287618,718.0
9.26,10.41,1.929255,696.0
9.535,8.37,1.4808811,703.0
8.48,1.44,1.9396718,688.0
6.93,0.92,1.813487,667.0
7.445,11.79,1.2951233,653.0
8.52,15.11,1.346477,763.0
8.115,4.56,2.17318,794.0
9.305,0.22,2.2826097,802.0
8.405,8.6,2.1308012,818.0
11.465,6.41,1.8378574,842.0
5.845,3.35,1.5333463,818.0
3.9450000000000003,2.36,1.0864615,786.0
5.615,3.24,1.3069264,802.0
5.9,8.6,1.1066982,795.0
5.575,14.18,0.97240865,857.0
5.92,4.08,0.94912946,934.0
8.01,0.0,1.5484958,926.0
6.79,3.24,1.8248336,926.0
6.484999999999999,15.85,1.2353354,998.0
3.84,14.87,0.8751683,1350.0
4.3,1.14,0.9087383,1480.0
2.17,0.0,0.99825513,1590.0
2.7449999999999997,0.0,0.9368481,1670.0
3.235,0.0,1.4500083,1690.0
5.029999999999999,0.0,1.7456931,1700.0
6.91,0.0,1.9672147,1690.0
8.095,0.25,1.9607989,1670.0
8.095,2.24,1.3836547,1630.0
4.0600000000000005,0.0,1.1127301,1570.0
2.445,14.44,1.3142188,1530.0
5.89,16.5,1.1207973,1780.0
3.345,2.26,1.0371114,1830.0
4.74,0.61,1.1306127,1830.0
3.19,4.36,1.027247,1830.0
5.550000000000001,18.37,1.1669625,1910.0
4.045,28.87,1.018571,2660.0
0.31000000000000005,0.0,0.8587276,3060.0
1.13,8.04,0.8308658,3340.0
5.01,12.8,0.8032943,3680.0
4.79,12.96,0.83829945,4390.0
-0.3849999999999998,0.0,0.81937283,4650.0
0.020000000000000018,0.0,0.83404803,4710.0
0.81,0.0,0.98965967,4640.0
2.31,0.21,0.8478562,4510.0
6.535,0.0,0.9428118,4320.0
3.63,0.0,0.8293831,4070.0
1.555,0.0,0.7039408,3840.0
2.1399999999999997,0.26,0.8794084,3650.0
5.495,1.49,0.79353935,3460.0
5.555,5.52,0.6314031,3310.0
2.205,2.99,0.6028086,3150.0
0.14000000000000012,0.02,0.6270753,3000.0
-3.8099999999999996,0.0,0.532978,2810.0
-2.73,2.02,0.49436602,2640.0
-4.0200000000000005,0.06,0.42249575,2470.0
-3.855,0.0,0.51119715,2320.0
-0.08499999999999996,0.0,0.71426684,2180.0
1.3649999999999998,0.0,0.77384406,2030.0
2.87,0.0,0.74753815,1920.0
2.33,5.25,0.5342401,1810.0
1.29,10.19,0.34901345,1820.0
-0.6300000000000001,6.6,0.31531167,1870.0
-0.3599999999999999,6.6,0.403846,1830.0
1.3900000000000001,14.44,0.4461885,1980.0
0.44000000000000006,3.41,0.39364958,2180.0
-2.29,0.0,0.32346624,2180.0
-4.35,0.0,0.28758484,2160.0
-4.395,0.0,0.27124873,2140.0
-4.01,0.0,0.2524767,2070.0
-4.305,7.79,0.27927157,2020.0
-2.98,5.61,0.29934096,1980.0
-4.615,0.0,0.2519864,1880.0
-7.074999999999999,0.0,0.22261378,1790.0
-7.145,0.0,0.31675497,1750.0
-3.955,4.18,0.44446743,1680.0
0.56,6.27,0.31251374,1580.0
1.03,6.29,0.3244246,1590.0
-0.5449999999999999,0.49,0.37298343,1540.0
0.355,7.69,0.40241528,1530.0
1.615,8.84,0.3501036,1830.0
-1.085,1.46,0.27289706,1990.0
-2.57,2.16,0.21838535,2060.0
-1.5299999999999998,2.71,0.30322123,2120.0
-1.635,2.4,0.24170695,2120.0
-4.365,0.0,0.24513212,2110.0
-8.35,0.0,0.25522473,2050.0
-7.4,0.0,0.29500926,1980.0
-4.72,3.11,0.31234792,1920.0
-2.2550000000000003,10.35,0.25362167,1890.0
-5.17,4.7,0.24379407,1870.0
-11.07,0.01,0.17854284,1780.0
-10.344999999999999,10.04,0.18763432,1730.0
-10.14,5.62,0.14862067,1690.0
-13.385000000000002,0.0,0.14612228,1640.0
-7.83,0.82,0.25741217,1530.0
-6.699999999999999,5.83,0.26542237,1470.0
-5.1000000000000005,4.46,0.2890412,1450.0
-5.5249999999999995,0.04,0.24335052,1400.0
-12.615,0.0,0.16119714,1350.0
-16.509999999999998,0.01,0.043942288,1300.0
-11.63,4.41,0.19062664,1250.0
-4.145,5.88,0.27168766,1220.0
-8.72,0.0,0.22175339,1190.0
-14.93,0.0,0.095193505,1170.0
-12.975,18.96,0.16117732,1130.0
-10.585,18.38,0.18233821,1100.0
-14.575000000000001,0.0,0.109714806,1050.0
-7.1000000000000005,15.45,0.38690794,1000.0
-3.17,9.5,0.45902148,960.0
-12.2,2.73,0.19640072,930.0
-9.47,1.66,0.22587281,890.0
-15.255,0.0,0.08166193,870.0
-21.634999999999998,0.0,0.0,860.0
-25.835,0.0,0.0,850.0
-25.765,0.0,0.0,840.0
-24.615000000000002,0.0,0.0,810.0
-20.775,0.07,0.0,790.0
-16.825,7.26,0.03143238,750.0
-11.34,3.33,0.15630364,730.0
-12.985,1.14,0.15204364,710.0
-21.125,0.17,0.0,685.0
-27.895,0.0,0.0,670.0
-23.79,0.0,0.0,650.0
-19.384999999999998,0.0,0.0,630.0
-20.314999999999998,0.0,0.0,620.0
-22.810000000000002,0.0,0.0,600.0
-21.73,10.44,0.0,580.0
-15.265,5.58,0.10330575,570.0
-16.87,0.0,0.032751773,550.0
-24.58,0.0,0.0,530.0
-22.7,0.0,0.0,520.0
-18.66,1.14,0.0,505.0
-13.264999999999999,2.02,0.20016591,490.0
-16.735,4.26,0.054788847,485.0
-12.705,6.46,0.21422897,480.0
-12.35,14.88,0.20109105,490.0
-14.514999999999999,0.45,0.17226994,500.0
-6.3549999999999995,10.04,0.4279619,515.0
-4.795,10.31,0.483622,525.0
-16.965,1.23,0.04736184,530.0
-13.815000000000001,5.64,0.17518957,535.0
-16.335,0.0,0.07543824,540.0
-11.600000000000001,0.0,0.21927355,540.0
-16.45,2.38,0.076973714,535.0
-13.175,3.32,0.19023688,530.0
-15.864999999999998,0.0,0.09921494,525.0
-14.845,0.0,0.1473289,510.0
-17.535,0.04,0.01705782,500.0
-15.41,0.57,0.12873293,490.0
-15.16,0.21,0.18882543,480.0
-6.73,0.0,0.4591149,470.0
-13.635,0.0,0.21838476,465.0
-17.85,0.0,0.0,460.0
-14.265,0.49,0.2473518,455.0
-5.075,0.0,0.6460246,450.0
-6.265,8.31,0.612222,440.0
-6.915,4.81,0.44856873,435.0
-7.39,3.74,0.45388028,425.0
-12.26,0.0,0.30627364,415.0
-17.645,0.0,0.008551474,405.0
-18.67,0.0,0.0,390.0
-19.08,0.0,0.0,375.0
-22.22,0.0,0.0,365.0
-23.025,0.5,0.0,360.0
-10.775,2.5,0.40939727,350.0
-11.635,0.0,0.3480361,340.0
-14.98,2.81,0.23016872,335.0
-6.65,8.77,0.8012564,325.0
-8.17,1.76,0.7897216,320.0
-3.545,10.29,0.8068257,310.0
-3.77,11.85,0.74963385,305.0
-15.219999999999999,0.0,0.23322631,300.0
-13.799999999999999,0.12,0.3749714,295.0
-2.495,2.84,0.9812276,290.0
0.905,0.57,0.808289,285.0
2.04,0.13,1.0629134,285.0
-0.040000000000000036,3.13,1.0739746,290.0
-6.0,0.0,0.79504144,295.0
-5.970000000000001,0.0,0.90935737,310.0
-4.295,0.0,1.2032518,300.0
-3.4050000000000002,0.0,1.2783241,295.0
-3.59,0.0,1.354234,290.0
-2.3400000000000003,0.0,1.2780299,290.0
-5.69,0.88,1.1763166,285.0
-3.7449999999999997,4.63,0.9428386,290.0
-3.085,2.23,0.9627349,300.0
-5.82,0.0,1.3362678,305.0
2.1850000000000005,0.0,1.793864,315.0
4.0,4.54,1.700514,340.0
-7.970000000000001,5.13,0.81313825,365.0
-14.704999999999998,0.07,0.27856597,400.0
-9.125,0.0,1.0046159,445.0
0.645,0.0,1.7390181,500.0
0.8649999999999998,6.27,1.6939139,600.0
2.79,6.08,1.1423415,670.0
-4.3149999999999995,0.0,1.2344286,750.0
-5.275,7.25,1.194877,830.0
-0.925,11.1,1.2117192,900.0
-5.6499999999999995,4.29,0.94574416,970.0
-10.73,1.97,0.7200776,1020.0
-8.295,15.63,0.709161,1060.0
-7.675000000000001,8.02,0.62308574,1100.0
-7.245,0.47,0.8156625,1080.0
-6.12,0.0,1.2444268,1050.0
-2.2150000000000003,0.0,1.7711147,1030.0
-0.31499999999999995,0.0,1.8670555,1000.0
-2.5300000000000002,4.82,1.7960165,970.0
0.4750000000000001,4.15,1.354738,960.0
-0.3299999999999996,0.0,1.9480003,960.0
5.970000000000001,0.0,2.7308526,990.0
8.56,0.54,3.1297321,1080.0
6.6899999999999995,4.57,2.5369432,1250.0
1.4,0.07,1.939282,1600.0
2.025,1.68,1.8973963,2300.0
3.34,5.65,1.6382916,3060.0
0.42000000000000015,0.44,1.5904825,3550.0
1.125,0.0,2.0649152,3820.0
2.925,0.0,2.4072933,4110.0
8.6,0.0,3.9738603,4590.0
12.584999999999999,2.3,3.9611561,5810.0
11.11,5.05,3.2465615,7590.0
4.425,0.75,2.5563626,9210.0
2.7250000000000005,0.0,2.2560186,9590.0
1.485,2.53,1.7796061,9350.0
1.9249999999999998,3.11,1.6793574,9100.0
4.52,1.79,2.8565598,8830.0
6.855,0.0,2.906394,8600.0
5.935,0.0,3.1490858,8560.0
6.505,0.0,3.6752386,8500.0
9.129999999999999,0.0,4.464651,8520.0
14.155,0.0,4.9086742,8560.0
16.77,0.0,5.4054236,8720.0
13.355,0.56,3.5387082,8740.0
6.59,3.86,2.1726677,8500.0
5.4750000000000005,0.18,1.957,8100.0
6.025,0.0,2.797569,7620.0
7.175000000000001,0.0,2.9456122,7090.0
7.63,0.0,2.8919947,6610.0
9.455,0.0,3.4405549,6140.0
11.14,0.04,4.2258368,5700.0
9.85,0.0,3.6556506,5230.0
6.125,0.0,3.735131,4820.0
9.235,1.64,4.628723,4430.0
13.46,4.33,4.325566,4120.0
7.795,0.09,3.616432,3870.0
5.154999999999999,0.0,3.587457,3600.0
6.68,0.0,4.167266,3320.0
10.115,0.0,4.410538,3060.0
14.36,0.23,4.8204,2820.0
17.48,0.0,5.5702047,2580.0
14.709999999999999,0.0,5.197351,2380.0
16.89,0.0,5.725032,2190.0
18.89,0.0,5.912768,2020.0
18.119999999999997,0.0,5.792896,1860.0
19.915,0.0,4.9459667,1700.0
20.01,0.06,5.249335,1580.0
16.815,24.16,3.8456507,1530.0
10.004999999999999,8.47,3.3943114,1500.0
9.275,0.0,4.684086,1430.0
15.45,0.0,5.192645,1370.0
15.945,0.0,5.2112937,1290.0
14.125,0.0,5.2704554,1220.0
15.105,0.0,5.541705,1150.0
17.185000000000002,0.0,5.9311123,1080.0
17.41,0.0,5.936554,1020.0
15.81,0.0,5.3303976,975.0
15.985,0.0,4.5341525,920.0
13.875,1.12,4.3013616,881.0
9.99,5.01,3.2655823,834.0
12.89,6.64,3.9683814,779.0
15.325,11.77,3.9076955,834.0
13.65,12.02,4.432723,865.0
13.415,0.0,4.8942485,826.0
13.049999999999999,3.7,4.905705,787.0
15.355,5.2,3.9792888,772.0
13.815,8.59,4.445918,749.0
15.875,6.34,4.484265,749.0
13.785,11.11,3.7481906,757.0
13.425,12.67,3.6591508,927.0
13.175,0.45,4.5494075,873.0
15.690000000000001,0.03,4.407031,842.0
13.08,0.0,5.145498,795.0
15.950000000000001,3.21,5.0286326,779.0
16.22,8.63,3.6784565,787.0
15.515,6.08,3.4073308,764.0
12.485,0.0,4.117025,726.0
13.815,3.66,4.3346257,704.0
12.105,3.46,4.087885,660.0
10.47,0.61,4.466379,625.0
12.18,0.0,4.8949246,598.0
17.015,0.0,5.3664756,572.0
22.79,0.0,6.038628,552.0
24.439999999999998,0.0,5.4316435,526.0
21.27,0.0,5.4091544,501.0
17.255,0.0,5.244102,467.0
16.259999999999998,0.0,6.0841603,450.0
20.325000000000003,0.0,5.368687,439.0
20.125,0.0,4.514234,418.0
18.515,0.0,5.4607706,386.0
19.205000000000002,0.01,6.0657067,370.0
21.1,0.0,5.5792303,365.0
21.11,0.0,5.917226,350.0
24.34,2.58,5.799003,340.0
24.924999999999997,0.95,5.223922,326.0
19.195,0.0,4.9646063,312.0
16.885,0.0,4.931785,293.0
16.505000000000003,13.7,4.0287876,289.0
16.86,7.87,3.8881168,293.0
15.93,0.06,5.005242,284.0
17.080000000000002,5.46,4.191534,284.0
17.445,7.81,3.8155878,321.0
17.06,0.0,5.086023,298.0
16.884999999999998,12.5,5.071967,307.0
15.785,19.34,3.6388159,350.0
16.08,4.29,4.4433203,350.0
17.785,0.0,5.311124,335.0
19.365,4.2,4.724602,321.0
13.68,0.0,4.376982,302.0
11.375,0.0,4.087265,289.0
12.75,1.04,4.4261904,280.0
13.785,6.04,3.2788942,275.0
13.5,2.05,3.779238,275.0
12.915,3.18,3.6900198,271.0
15.27,0.71,4.0076017,267.0
16.18,8.07,3.3013268,262.0
17.78,11.32,3.4621158,289.0
16.615000000000002,0.0,3.7209632,289.0
14.45,0.0,3.7990732,280.0
13.91,7.24,3.381813,271.0
14.975,6.04,2.9467115,275.0
17.585,2.31,3.9192026,275.0
18.685000000000002,0.4,4.7303023,271.0
19.73,1.53,4.182655,271.0
14.215,0.88,4.1157665,262.0
15.469999999999999,2.2,3.9208057,254.0
17.5,2.72,3.5604763,254.0
11.61,0.0,3.5478897,237.0
9.985,0.0,3.1649547,228.0
10.629999999999999,1.75,3.0068448,224.0
14.620000000000001,10.13,2.9790447,254.0
13.489999999999998,15.46,3.2447333,275.0
15.355,33.03,3.3374085,660.0
15.565,6.54,4.131647,653.0
11.155,1.45,3.492617,660.0
8.135,0.01,2.7807245,682.0
8.120000000000001,1.6,2.9894311,697.0
13.075,4.69,3.0382717,704.0
10.73,11.59,3.1875575,682.0
11.23,20.11,2.1879878,787.0
14.040000000000001,8.43,2.5763228,943.0
13.940000000000001,4.53,2.6372976,1030.0
